total_pop,pop_density,housing_density,County,hh_income,land_use,State,EPA_region,native_prop,Climate_Zone
12171,15.7,5.8,13049,40850,6,13,4,0.003697313285679073,Southeast
265128(r41131),621.7,279.8,13051,44928,3,13,4,0.00260628828339519,Southeast
11267,45.3,13.6,13053,51089,3,13,4,0.007189136416082364,Southeast
26015,83,35,13055,32419,5,13,4,0.0025754372477416873,Southeast
214346,508.3,195.3,13057,66320,2,13,4,0.0037975982756851072,Southeast
116714,979.1,428.4,13059,34253,4,13,4,0.0021162842503898416,Southeast
3183,16.3,10.8,13061,26250,6,13,4,0.0034558592522777255,Southeast
259424,1832.5,739.6,13063,43311,2,13,4,0.003719779203157765,Southeast
6798,8.5,3.8,13065,31963,6,13,4,0.006472491909385114,Southeast
688078,2026.4,843.7,13067,65522,2,13,4,0.0033629908237147533,Southeast
42356,73.7,29.7,13069,35202,5,13,4,0.002762300500519407,Southeast
45498,83.6,33.7,13071,32902,5,13,4,0.004791419403050684,Southeast
124053,427.6,167.6,13073,66333,3,13,4,0.0031680007738627844,Southeast
17212,75.8,32.1,13075,31390,6,13,4,0.0023239600278875203,Southeast
127317,288.8,113.8,13077,61550,2,13,4,0.0029532584022557867,Southeast
12630,38.9,16.3,13079,37062,4,13,4,0.004592240696753761,Southeast
23439,86,39.4,13081,29960,5,13,4,0.0013652459575920475,Southeast
16633,95.6,42,13083,39760,3,13,4,0.004448986953646365,Southeast
22330,105.9,49.4,13085,51128,2,13,4,0.003672189879086431,Southeast
27842,46.6,20.3,13087,33297,5,13,4,0.004202284318655269,Southeast
691893(r41183),2585.7,1139.7,13089,51349,2,13,4,0.0035829239492233627,Southeast
21796,44,19.9,13091,33580,6,13,4,0.0025233987887685813,Southeast
14918,38.1,16.1,13093,31038,6,13,4,0.0010725298297358896,Southeast
94565,287.7,124.1,13095,32435,4,13,4,0.002210120023264421,Southeast
132403,661.8,258.3,13097,55852,2,13,4,0.003013526883831937,Southeast
11008,21.5,9.7,13099,26928,6,13,4,0.003542877906976744,Southeast
4034,9.7,3.8,13101,32390,4,13,4,0.017848289538919187,Southeast
52250,109.4,41.6,13103,56903,3,13,4,0.002985645933014354,Southeast
20166,57.4,27.3,13105,30543,6,13,4,0.0024298323911534267,Southeast
22598,33.2,14.6,13107,30205,6,13,4,0.002566598814054341,Southeast
11000,60.2,25.5,13109,40796,6,13,4,0.0017272727272727272,Southeast
23682,61.2,41.9,13111,34145,6,13,4,0.0029980575964867833,Southeast
106567,548.3,209.9,13113,82216,2,13,4,0.0029652706747867537,Southeast
96317,188.9,79.5,13115,41066,4,13,4,0.0035715398112482737,Southeast
175511,783.5,285.9,13117,87605,2,13,4,0.0032761479337477424,Southeast
22084,84.5,40.4,13119,36739,6,13,4,0.0019018293787357362,Southeast
920581(r41350),1748,830,13121,56709,1,13,4,0.002453885100822198,Southeast
28292,66.3,38.8,13123,36741,6,13,4,0.003322493991234271,Southeast
3082,21.4,10.6,13125,37149,6,13,4,0.0022712524334847503,Southeast
79626,189.7,97,13127,50337,4,13,4,0.0029136211790118803,Southeast
55186,155.1,62.6,13129,40916,5,13,4,0.0036603486391476097,Southeast
25011,55,23.7,13131,32247,6,13,4,0.007276798208788134,Southeast
15994,41.3,22.4,13133,38513,6,13,4,0.003126172314617982,Southeast
805321,1871.2,677.4,13135,63219,2,13,4,0.005014149637225404,Southeast
43041,155.5,65.6,13137,40192,5,13,4,0.004530563880950722,Southeast
179684,457.5,175.2,13139,50876,4,13,4,0.004513479219073485,Southeast
9429,20,11.4,13141,22283,5,13,4,0.003711952487008166,Southeast
28780,102,43.5,13143,38996,2,13,4,0.0022932592077831828,Southeast
32024,69,28.9,13145,67018,3,13,4,0.003372470647014739,Southeast
25213,108.5,56,13147,36109,6,13,4,0.0011502002934993853,Southeast
11834,40,17.4,13149,42685,2,13,4,0.003042082136217678,Southeast
203922,633,237.6,13151,63923,2,13,4,0.0027216288580928,Southeast
139900,372.5,155.3,13153,55098,4,13,4,0.0033952823445318084,Southeast
9538,26.9,11.4,13155,38376,6,13,4,2.0968756552736424e-4,Southeast
60485,178.1,69.9,13157,51506,5,13,4,0.002050095064892122,Southeast
13900,37.8,16.7,13159,42081,2,13,4,0.003956834532374101,Southeast
15068,45.6,19.6,13161,32928,6,13,4,0.002256437483408548,Southeast
16930,32.2,13.9,13163,29268,6,13,4,0.00106320141760189,Southeast
8340,24,12.2,13165,27686,6,13,4,0.003117505995203837,Southeast
9980,32.9,13.6,13167,27607,5,13,4,0.001903807615230461,Southeast
28669,72.8,29.7,13169,50717,4,13,4,0.0021974955526875718,Southeast
18317,99.8,40.7,13171,37536,2,13,4,0.002565922367199869,Southeast
10078,54.4,22.9,13173,37522,4,13,4,0.005258979956340544,Southeast
48434,60,26.5,13175,38280,5,13,4,0.0020646653177519925,Southeast
28298,79.5,28.9,13177,59811,4,13,4,0.002615025796876104,Southeast
63453,129.5,54.6,13179,42674,4,13,4,0.005641971222794824,Southeast
7996,38,22.7,13181,36399,3,13,4,0.003501750875437719,Southeast
14464,36.1,15.1,13183,41186,4,13,4,0.006291482300884956,Southeast
109233,220.2,88.5,13185,39096,4,13,4,0.003808372927595141,Southeast
29966,105.9,45.7,13187,43394,6,13,4,0.0059066942534872855,Southeast
21875,85,36.2,13189,35414,3,13,4,0.0029714285714285715,Southeast
14333,33.8,21.7,13191,39075,4,13,4,0.0036977604130328614,Southeast
14740,36.8,15.3,13193,27950,6,13,4,0.0027137042062415195,Southeast
28120,99.6,41.7,13195,41343,4,13,4,0.002631578947368421,Southeast
8742,23.9,11.4,13197,31581,3,13,4,0.005033173186913749,Southeast
21992,43.9,19.9,13199,37845,2,13,4,0.0035012731902510003,Southeast
6125,21.7,9.9,13201,33196,6,13,4,0.0024489795918367346,Southeast
23498,45.9,17.6,13205,36198,6,13,4,0.003276874627627883,Southeast
26424,66.8,27.1,13207,48297,4,13,4,0.002611262488646685,Southeast
9123,38.1,16.4,13209,35182,5,13,4,6.576783952647156e-4,Southeast
17868,51.4,21.5,13211,45817,2,13,4,0.0030221625251846875,Southeast
39628,115,46.4,13213,38226,4,13,4,0.004012314525083274,Southeast
189885,877.5,382.1,13215,41331,3,13,4,0.003849698501724728,Southeast
99958,367.3,140.9,13217,52361,2,13,4,0.0023209748094199564,Southeast
32808,178,67.2,13219,74352,4,13,4,0.001493538161424043,Southeast
14899,33.9,14.8,13221,39319,4,13,4,0.0023491509497281697,Southeast
142324,455.8,167,13223,62348,2,13,4,0.0030001967342120793,Southeast
27695,184.3,73.5,13225,41014,4,13,4,0.0024192092435457663,Southeast
29431,126.8,59,13227,49945,2,13,4,0.0027522000611600013,Southeast
18758,59.3,25.2,13229,37062,5,13,4,0.004264846998613925,Southeast
17869,82.7,31.6,13231,53213,2,13,4,0.003077956237058593,Southeast
41475,133.6,54.5,13233,38646,5,13,4,0.0027727546714888486,Southeast
12010,48.2,20.7,13235,36262,4,13,4,0.0033305578684429643,Southeast
21218,61.6,37.2,13237,41529,6,13,4,0.0017909322273541332,Southeast
2513,16.6,13.5,13239,28912,6,13,4,0.0015917230401910067,Southeast
16276,44,33.3,13241,34406,6,13,4,0.004177930695502581,Southeast
7719,18,9.7,13243,26194,6,13,4,6.477522995206633e-4,Southeast
200549,618.4,266.2,13245,37882,3,13,4,0.003415624111813073,Southeast
85215,656.5,256.3,13247,55779,2,13,4,0.002968960863697706,Southeast
5010,30,13.2,13249,35096,5,13,4,3.992015968063872e-4,Southeast
14593,22.6,10.4,13251,32155,6,13,4,0.003152196258480093,Southeast
8729,37.1,20.4,13253,32666,6,13,4,0.0013747279184328101,Southeast
64073,326.1,136.3,13255,41100,2,13,4,0.003324333182463752,Southeast
26175,146.1,70.7,13257,34938,5,13,4,0.002941738299904489,Southeast
6058,13.2,5.2,13259,30954,6,13,4,0.0018157807857378673,Southeast
32819,68,28.8,13261,32430,5,13,4,0.0032298363752704226,Southeast
6865,17.5,8.7,13263,33873,6,13,4,0.002621995630007283,Southeast
1717,8.8,5.2,13265,22188,6,13,4,0.0011648223645894002,Southeast
25520,53.2,20.8,13267,38522,6,13,4,0.003409090909090909,Southeast
8906,23.6,12.1,13269,25237,6,13,4,6.737031214911295e-4,Southeast
16500,37.7,16.7,13271,23876,6,13,4,0.0015757575757575758,Southeast
9315(r41444),27.8,12.2,13273,27909,4,13,4,0.001932367149758454,Southeast
44720,82.1,37,13275,35797,5,13,4,0.004382826475849731,Southeast
40118,154.9,63.5,13277,36847,5,13,4,0.0021187496884191633,Southeast
27223,74.8,33.4,13279,31635,5,13,4,0.0027182896815193037,Southeast
10471,62.9,46.4,13281,39540,6,13,4,0.0029605577308757522,Southeast
6885,34.5,15,13283,36467,6,13,4,0.0020334059549745823,Southeast
67044,161.9,67.7,13285,41770,5,13,4,0.002505817075353499,Southeast
8930,31.3,13.5,13287,30763,6,13,4,0.003247480403135498,Southeast
9023,25.2,11.8,13289,26521,4,13,4,0.0031031807602792862,Southeast
21356,66.3,43.6,13291,41298,6,13,4,0.003371417868514703,Southeast
27153,84,37.6,13293,34509,5,13,4,0.0027989540750561633,Southeast
68756,154,67.4,13295,38723,3,13,4,0.0026470417127232534,Southeast
83768,257.2,99.6,13297,51721,2,13,4,0.00265017667844523,Southeast
36312,40.7,18.3,13299,35517,5,13,4,0.003304692663582287,Southeast
5834,20.5,10.5,13301,31043,6,13,4,0.0017140898183064792,Southeast
21187,31.2,13.3,13303,31382,6,13,4,0.001179968848822391,Southeast
30099,46.9,19,13305,37340,5,13,4,0.004219409282700422,Southeast
2799,13.4,7.3,13307,25708,6,13,4,0,Southeast
7421,25.1,8.9,13309,35422,6,13,4,8.085163724565423e-4,Southeast
27144,112.8,66.7,13311,41756,6,13,4,0.004826112584733274,Southeast
102599,353.2,137.4,13313,42345,4,13,4,0.0064133178685952105,Southeast
9255,24.5,9.3,13315,30784,6,13,4,0.001728795245813074,Southeast
10593,22.6,11,13317,28022,6,13,4,0.0016992353440951572,Southeast
9563,21.4,10,13319,37902,6,13,4,0.00303252117536338,Southeast
21679,38,16.2,13321,38670,4,13,4,0.002675400156833802,Southeast
392365,372.8,151.5,16001,55835,3,16,10,0.006651969467205281,Northwest
3976,2.9,1.9,16003,36004,6,16,10,0.009808853118712274,Northwest
82839,74.5,29.8,16005,44848,4,16,10,0.03161554340346938,Northwest
5986,6.1,4,16007,43374,6,16,10,0.004844637487470765,Northwest
9285,12,6,16009,37500,6,16,10,0.08712977921378567,Northwest
45607,21.8,7.7,16011,44128,5,16,10,0.06512158221325674,Northwest
21376,8.1,5.7,16013,61854,5,16,10,0.005847679640718563,Northwest
7028,3.7,2.8,16015,48789,3,16,10,0.007825839499146272,Northwest
40877,23.6,14.2,16017,41943,5,16,10,0.007706044964160775,Northwest
104234(r41543),55.9,21.3,16019,50445,4,16,10,0.00757910086919815,Northwest
10972,8.6,4.1,16021,37712,6,16,10,0.017225665329930733,Northwest
2891,1.3,0.6,16023,39413,4,16,10,0.004496713939813214,Northwest
1117,1,0.8,16025,44145,5,16,10,0.005371530886302597,Northwest
188923,321.6,118.2,16027,43218,3,16,10,0.010734532058034225,Northwest
6963,3.9,1.8,16029,44958,6,16,10,0.0033031739192876633,Northwest
22952,8.9,3.3,16031,39866,5,16,10,0.007755315440920181,Northwest
982,0.6,0.3,16033,40909,6,16,10,0.010183299389002037,Northwest
8761,3.6,1.8,16035,41835,6,16,10,0.022143590914279192,Northwest
4368,0.9,0.6,16037,41910,6,16,10,0.006181318681318681,Northwest
27038,8.8,4,16039,43089,5,16,10,0.009985945706043347,Northwest
12786,19.3,6.8,16041,45682,4,16,10,0.0041451587674018455,Northwest
13242,7.1,4.6,16043,42523,5,16,10,0.007023108291798822,Northwest
16719,29.8,12.7,16045,42794,3,16,10,0.005622345834080986,Northwest
15464,21.2,8.4,16047,37228,6,16,10,0.008212622866011382,Northwest
16267,1.9,1,16049,34536,6,16,10,0.029507592057539805,Northwest
26140,23.9,8,16051,51579,4,16,10,0.007765876052027544,Northwest
22374,37.5,13.6,16053,39188,5,16,10,0.01349780995798695,Northwest
138494,111.3,50.8,16055,46336,4,16,10,0.012859762877814202,Northwest
37244,34.6,14.9,16057,36974,5,16,10,0.006363441091182472,Northwest
7936,1.7,1,16059,36411,6,16,10,0.0071824596774193545,Northwest
3821,8,3.9,16061,35808,6,16,10,0.04710808688824915,Northwest
5208,4.3,1.6,16063,45714,5,16,10,0.007296466973886329,Northwest
37536,80,24,16065,35461,5,16,10,0.002637468030690537,Northwest
20069,26.5,10.1,16067,40350,5,16,10,0.012357367083561712,Northwest
39265,46.3,20.6,16069,44395,4,16,10,0.05618235069400229,Northwest
4286,3.6,1.6,16071,44599,6,16,10,0.005132991133924405,Northwest
11526,1.5,0.6,16073,33441,3,16,10,0.04294638209266007,Northwest
22623,55.6,22,16075,43559,5,16,10,0.011271714626707334,Northwest
7817,5.6,2.1,16077,40843,6,16,10,0.02289881028527568,Northwest
12765,4.9,2.7,16079,36654,6,16,10,0.014336075205640423,Northwest
10170,22.6,12.2,16081,53364,5,16,10,0.00344149459193707,Northwest
77230,40.2,16.2,16083,42455,5,16,10,0.007846691700116535,Northwest
9862,2.7,3.2,16085,50851,6,16,10,0.006895153112958832,Northwest
10198,7,3.1,16087,36542,6,16,10,0.00990390272602471,Northwest
67103,78.5,34.9,17001,43824,5,17,5,0.0016541734348687839,Central
8238,35,17,17003,28833,4,17,5,0.0031561058509346927,Central
17768,46.7,18.6,17005,51946,2,17,5,0.005177847816298964,Central
54165,193,71.1,17007,61210,3,17,5,0.0036924213052709313,Central
6937,22.7,8.1,17009,38696,6,17,5,0.0020181634712411706,Central
34978,40.2,18.1,17011,45692,5,17,5,0.002801761106981531,Central
5089,20,11.2,17013,44891,2,17,5,0.0017685203379838867,Central
15387,34.6,19,17015,44805,6,17,5,0.0030545265483850003,Central
13642,36.3,15.5,17017,41544,6,17,5,0.002785515320334262,Central
201081,201.8,87.9,17019,45262,4,17,5,0.002730243036388321,Central
34800,49.1,21.9,17021,41712,5,17,5,0.0014655172413793104,Central
16335,32.6,15.5,17023,43597,6,17,5,0.0015304560759106215,Central
13815,29.5,13.7,17025,38016,6,17,5,0.0023163228374954757,Central
37762,79.7,32.3,17027,55278,2,17,5,0.002489274932471797,Central
53873,106,46.1,17029,36457,5,17,5,0.0019304660961891858,Central
5194675,5495.1,2306.5,17031,53942,1,17,5,0.0041502115146760865,Central
19817,44.7,19.5,17033,41434,6,17,5,0.002422162789524146,Central
11048,31.9,14.1,17035,42101,5,17,5,0.0015387400434467777,Central
105160,166.6,65.1,17037,54002,2,17,5,0.0025389882084442756,Central
16561,41.7,18.9,17039,45347,4,17,5,0.0015699535052231144,Central
19980,48,20.1,17041,46941,6,17,5,0.0017017017017017016,Central
916924,2799.8,1087.6,17043,76581,2,17,5,0.0026338060733495905,Central
18576,29.8,14.1,17045,39904,6,17,5,0.0013458225667527994,Central
6721,30.2,14.3,17047,40430,6,17,5,0.0013390864454694241,Central
34242,71.5,30.4,17049,49509,5,17,5,0.0011389521640091116,Central
22140,30.9,13,17051,41269,6,17,5,0.0015808491418247517,Central
14081,29,12.9,17053,48667,4,17,5,0.002343583552304524,Central
39561,96.8,45.3,17055,34381,6,17,5,0.0026288516468238924,Central
37069,42.8,18.7,17057,41268,5,17,5,0.003533950200976557,Central
5589,17.3,8.5,17059,38003,6,17,5,0.0025049203793165147,Central
13886,25.6,11.8,17061,41450,6,17,5,0.0016563445196600894,Central
50063,119.8,47.8,17063,64297,2,17,5,0.0022771308151728824,Central
8457,19.5,9.4,17065,35032,6,17,5,0.0023649048125812936,Central
19104,24.1,11.7,17067,42857,5,17,5,0.0020938023450586263,Central
4320,24.3,14,17069,27578,6,17,5,0.0060185185185185185,Central
7331,19.3,10.1,17071,43450,5,17,5,0.002046105579047879,Central
50486,61.3,26.9,17073,49164,3,17,5,0.0018420948381729588,Central
29718,26.6,12,17075,47323,6,17,5,0.00171613163739148,Central
60218,103.1,48.9,17077,32169,4,17,5,0.003769636985618918,Central
9698,19.6,8.8,17079,46546,6,17,5,0.0013404825737265416,Central
38827,68,29.7,17081,41161,5,17,5,0.0021891982383393,Central
22985,62.2,26.7,17083,53470,2,17,5,0.0026103980857080703,Central
22678,37.7,22.6,17085,50279,6,17,5,0.001984301966663727,Central
12582,36.6,16.3,17087,41619,6,17,5,0.002304879987283421,Central
515269,990.8,350.1,17089,67767,2,17,5,0.0056028986801068955,Central
113449,167.7,66.9,17091,50484,4,17,5,0.002520956553164858,Central
114736,358.2,125.9,17093,79897,2,17,5,0.00275414865430205,Central
52919,73.9,33.6,17095,39545,5,17,5,0.001965267673236456,Central
703462,1585.6,586.7,17097,78948,2,17,5,0.004661232589677908,Central
113924,100.4,44,17099,51705,5,17,5,0.002536778905235069,Central
16833,45.2,18.6,17101,38771,6,17,5,0.002257470444959306,Central
36031,49.7,20.8,17103,48502,5,17,5,0.0020537870167355887,Central
38950,37.3,15.2,17105,50500,5,17,5,0.0017201540436456997,Central
30305,49,19.6,17107,48999,5,17,5,0.001979871308364956,Central
32612,55.3,24.5,17109,33702,5,17,5,0.0022997669569483625,Central
308760,511.9,192.4,17111,76482,2,17,5,0.003041197046249514,Central
169572,143.3,58.9,17113,57642,4,17,5,0.0022586276036138044,Central
110768,190.8,86.9,17115,44337,4,17,5,0.0020403004477827533,Central
47765,55.4,25,17117,47178,2,17,5,0.002637914791165079,Central
269282,376.3,163.7,17119,51941,2,17,5,0.002447248609264637,Central
39437,68.9,32,17121,38974,5,17,5,0.003093541597991734,Central
12640,32.7,15.3,17123,49116,3,17,5,0.001740506329113924,Central
14666,27.2,13.1,17125,42461,6,17,5,0.002454657029864994,Central
15429,65,30,17127,41077,5,17,5,0.004018406896104738,Central
12705,40.4,18,17129,56230,4,17,5,0.002518693427784337,Central
16434,29.3,13.1,17131,50909,3,17,5,0.001034440793476938,Central
32957,85.6,34.8,17133,68253,2,17,5,0.002032952028400643,Central
30104,42.8,18.6,17135,40864,6,17,5,0.0015612543183630082,Central
35547,62.5,27.3,17137,44645,5,17,5,0.0021942779981433034,Central
14846,44.2,18.6,17139,46364,6,17,5,0.0018860299070456688,Central
53497,70.5,29.7,17141,55733,5,17,5,0.0020748827037030113,Central
186494,301.2,134.1,17143,49747,3,17,5,0.0028204660739755702,Central
22350,50.6,21.3,17145,40696,6,17,5,0.0024608501118568234,Central
16729,38.1,16.6,17147,55752,4,17,5,0.0017335166477374618,Central
16430,19.8,9.6,17149,40205,6,17,5,0.001704199634814364,Central
4470,12.1,6.8,17151,39672,6,17,5,0.006487695749440716,Central
6161,30.9,15.8,17153,31173,6,17,5,0.004220094140561597,Central
6006,37.5,19.2,17155,56458,5,17,5,9.99000999000999e-4,Central
33476,58.2,23.8,17157,45020,6,17,5,0.00185207312701637,Central
16233,45.1,20.9,17159,41917,6,17,5,0.0015400726914310354,Central
147546,345,153.8,17161,46226,3,17,5,0.00267713119976143,Central
270056,410.6,176.7,17163,48562,2,17,5,0.0024143140681932634,Central
24913,65.6,30.8,17165,35644,6,17,5,0.003532292377473608,Central
197465,227.4,103.5,17167,52232,4,17,5,0.0019952903046109435,Central
7544,17.3,7.9,17169,43686,6,17,5,0.0015906680805938495,Central
5355,21.3,9.8,17171,49462,5,17,5,0.0016806722689075631,Central
22363,29.5,13.7,17173,44627,6,17,5,0.0019228189420024146,Central
5994,20.8,9.3,17175,49195,3,17,5,0.001668335001668335,Central
47711,84.5,39.1,17177,43304,5,17,5,0.0017815598080107313,Central
135394,208.6,88.6,17179,54232,3,17,5,0.0026958358568326514,Central
17808,43.1,19.2,17181,39760,6,17,5,0.005446990116801438,Central
81625,90.9,40.4,17183,39456,4,17,5,0.0023399693721286373,Central
11947,53.5,25,17185,46026,6,17,5,0.001757763455260735,Central
17707,32.6,14.2,17187,41636,6,17,5,0.0023719432992601796,Central
14716,26.2,11.6,17189,51440,6,17,5,0.0012231584669747215,Central
16760,23.5,11.2,17191,39207,6,17,5,0.002088305489260143,Central
14665,29.6,14.5,17193,39728,6,17,5,0.00320490964882373,Central
58498,85.5,37.7,17195,45266,5,17,5,0.0029060822592225375,Central
677560,809.6,283.8,17197,75906,2,17,5,0.002513430544896393,Central
66357,157.9,72.3,17199,40579,4,17,5,0.0037072200370722006,Central
295266,575.2,245.4,17201,47198,3,17,5,0.003261465932413485,Central
38664,73.3,28.7,17203,65890,3,17,5,0.0019139250982826402,Central
34387,101.4,38.4,18001,43317,5,18,5,0.002064733765667258,Central
355329(r41911),540.6,231.5,18003,48714,3,18,5,0.0035066093676564534,Central
76794,188.7,81.3,18005,52742,4,18,5,0.002721566789072063,Central
8854,21.8,9.7,18007,46318,4,18,5,0.001242376327083804,Central
12766,77.3,36.7,18009,41989,6,18,5,0.001723327588908037,Central
56640,133.9,53.8,18011,68594,2,18,5,0.001818502824858757,Central
15242,48.9,26.6,18013,50139,2,18,5,0.0032804093950925075,Central
20155,54.1,25.4,18015,48055,4,18,5,0.001885388241131233,Central
38966,94.5,40,18017,42587,5,18,5,0.005107016373248473,Central
110232,295.6,128.1,18019,47368,2,18,5,0.002748748094927063,Central
26890,75.2,32.7,18021,44666,4,18,5,0.002194124209743399,Central
33224,82,32.9,18023,48416,5,18,5,0.0024981940765711535,Central
10713,35.1,18.1,18025,37988,6,18,5,0.004013814991132269,Central
31648,73.7,29,18027,44592,5,18,5,0.002243427704752275,Central
50047,164.1,66.1,18029,56789,2,18,5,0.0017383659360201411,Central
25740,69.1,30.1,18031,46894,5,18,5,0.0015151515151515152,Central
42223,116.4,48.4,18033,46722,5,18,5,0.0023446936503801244,Central
117671,300.1,133.5,18035,38066,4,18,5,0.002566477721783617,Central
41889,98,40.7,18037,52871,5,18,5,0.0015755926376853112,Central
197559,426.5,167.9,18039,47258,4,18,5,0.003781148922600337,Central
24277,112.9,50.7,18041,37038,5,18,5,0.0013181200313053508,Central
74578,504.1,216.1,18043,52422,2,18,5,0.0022526750516238033,Central
17240,43.6,19.9,18045,42817,6,18,5,0.0031322505800464038,Central
23087,60.1,24.8,18047,51649,6,18,5,0.0014726902585870836,Central
20836,56.6,26.4,18049,40372,6,18,5,0.00460741025148781,Central
33503,68.7,30,18051,46872,6,18,5,0.002149061278094499,Central
70061(r41931),169.2,73.5,18053,38985,5,18,5,0.0033399466179472176,Central
33165,61.1,28,18055,41103,6,18,5,0.002804161013116237,Central
274569,696.4,270.8,18057,81947,2,18,5,0.0019266559589757037,Central
70002,228.8,91.9,18059,61052,2,18,5,0.00219993714465301,Central
39364,81.2,34.1,18061,51272,2,18,5,0.002235545168173966,Central
145448,357.4,136.3,18063,67180,2,18,5,0.002014465650954293,Central
