GEOID,county_type
41039,non-AI
41025,non-AI
41027,non-AI
41029,non-AI
41035,non-AI
41037,non-AI
41033,non-AI
41051,non-AI
41041,non-AI
41043,non-AI
41045,non-AI
41047,non-AI
41049,non-AI
49043,non-AI
49045,non-AI
49057,non-AI
41053,non-AI
41055,non-AI
41057,non-AI
41059,non-AI
49049,non-AI
49053,non-AI
49055,non-AI
50015,non-AI
50001,non-AI
50003,non-AI
50005,non-AI
50007,non-AI
50009,non-AI
50011,non-AI
50013,non-AI
50025,non-AI
50017,non-AI
50019,non-AI
50021,non-AI
50027,non-AI
50023,non-AI
51025,non-AI
51027,non-AI
51023,non-AI
51001,non-AI
51003,non-AI
51005,non-AI
51007,non-AI
51009,non-AI
51011,non-AI
51013,non-AI
51017,non-AI
51021,non-AI
51015,non-AI
51019,non-AI
51043,non-AI
51029,non-AI
51031,non-AI
51033,non-AI
51035,non-AI
51037,non-AI
51041,non-AI
51057,non-AI
51045,non-AI
51047,non-AI
51049,non-AI
51051,non-AI
51053,non-AI
20181,non-AI
20183,non-AI
20185,non-AI
20209,non-AI
20189,non-AI
20191,non-AI
20193,non-AI
20195,non-AI
20197,non-AI
20199,non-AI
20201,non-AI
20203,non-AI
20207,non-AI
20205,non-AI
21011,non-AI
21003,non-AI
21007,non-AI
21013,non-AI
21005,non-AI
21001,non-AI
21009,non-AI
21015,non-AI
21019,non-AI
21021,non-AI
21017,non-AI
39167,non-AI
21025,non-AI
21027,non-AI
39169,non-AI
39171,non-AI
39173,non-AI
39175,non-AI
40003,non-AI
40007,non-AI
40025,non-AI
40047,non-AI
40059,non-AI
40053,non-AI
55045,non-AI
55047,non-AI
55049,non-AI
55051,non-AI
17039,non-AI
17041,non-AI
17057,non-AI
34021,non-AI
34023,non-AI
34025,non-AI
26125,non-AI
55057,non-AI
55059,non-AI
26111,non-AI
26113,non-AI
26115,non-AI
26117,non-AI
26119,non-AI
26121,non-AI
26123,non-AI
26137,non-AI
26127,non-AI
26129,non-AI
26131,non-AI
26133,non-AI
26135,non-AI
26139,non-AI
26141,non-AI
26143,non-AI
26145,non-AI
26147,non-AI
26149,non-AI
26151,non-AI
26163,non-AI
26155,non-AI
26157,non-AI
26159,non-AI
26165,non-AI
26161,non-AI
27013,non-AI
27015,non-AI
27011,non-AI
27001,non-AI
27003,non-AI
27009,non-AI
27027,non-AI
27019,non-AI
27023,non-AI
27025,non-AI
27043,non-AI
27033,non-AI
27035,non-AI
27037,non-AI
27039,non-AI
27041,non-AI
47057,non-AI
47065,non-AI
47073,non-AI
34027,non-AI
34029,non-AI
17043,non-AI
17045,non-AI
17053,non-AI
17055,non-AI
17047,non-AI
17049,non-AI
17051,non-AI
17069,non-AI
17059,non-AI
17061,non-AI
17063,non-AI
17065,non-AI
17067,non-AI
17091,non-AI
17071,non-AI
17073,non-AI
17075,non-AI
17077,non-AI
17079,non-AI
17081,non-AI
17083,non-AI
17085,non-AI
17087,non-AI
17089,non-AI
17099,non-AI
17101,non-AI
17103,non-AI
17113,non-AI
17093,non-AI
17095,non-AI
17097,non-AI
17105,non-AI
17107,non-AI
17109,non-AI
17111,non-AI
17125,non-AI
17115,non-AI
17117,non-AI
17119,non-AI
17121,non-AI
17123,non-AI
17141,non-AI
17127,non-AI
17129,non-AI
17131,non-AI
17137,non-AI
17139,non-AI
17133,non-AI
17135,non-AI
17149,non-AI
17143,non-AI
17145,non-AI
17147,non-AI
42003,non-AI
42005,non-AI
42009,non-AI
42013,non-AI
42011,non-AI
42057,non-AI
42015,non-AI
42017,non-AI
42025,non-AI
42027,non-AI
42029,non-AI
42021,non-AI
42023,non-AI
42035,non-AI
42039,non-AI
42041,non-AI
42043,non-AI
42045,non-AI
42047,non-AI
42049,non-AI
42051,non-AI
42053,non-AI
42055,non-AI
42019,non-AI
42031,non-AI
42033,non-AI
42037,non-AI
42069,non-AI
42059,non-AI
42061,non-AI
42063,non-AI
42065,non-AI
42067,non-AI
42091,non-AI
42071,non-AI
42073,non-AI
42075,non-AI
42077,non-AI
42079,non-AI
42081,non-AI
42087,non-AI
42089,non-AI
42083,non-AI
42085,non-AI
51071,non-AI
51073,non-AI
51085,non-AI
42093,non-AI
42095,non-AI
42097,non-AI
42099,non-AI
51077,non-AI
51075,non-AI
51079,non-AI
51081,non-AI
51083,non-AI
51101,non-AI
51087,non-AI
51089,non-AI
51091,non-AI
47075,non-AI
47095,non-AI
27045,non-AI
27047,non-AI
27049,non-AI
27057,non-AI
27051,non-AI
27053,non-AI
47081,non-AI
47083,non-AI
47085,non-AI
47087,non-AI
47089,non-AI
47091,non-AI
47093,non-AI
47071,non-AI
47079,non-AI
47117,non-AI
47097,non-AI
47099,non-AI
47101,non-AI
47103,non-AI
47105,non-AI
47107,non-AI
47111,non-AI
47109,non-AI
47113,non-AI
47115,non-AI
47129,non-AI
47119,non-AI
47121,non-AI
47123,non-AI
47125,non-AI
47127,non-AI
47151,non-AI
47131,non-AI
47133,non-AI
47135,non-AI
47137,non-AI
47139,non-AI
47141,non-AI
47143,non-AI
47145,non-AI
47149,non-AI
47147,non-AI
47163,non-AI
47153,non-AI
47155,non-AI
47157,non-AI
47159,non-AI
47161,non-AI
47175,non-AI
47177,non-AI
47185,non-AI
55061,non-AI
55071,non-AI
47165,non-AI
47167,non-AI
47169,non-AI
47171,non-AI
47173,non-AI
55067,non-AI
51093,non-AI
51095,non-AI
51097,non-AI
51099,non-AI
51113,non-AI
51103,non-AI
51105,non-AI
51107,non-AI
51109,non-AI
51111,non-AI
51133,non-AI
51115,non-AI
51117,non-AI
51119,non-AI
51121,non-AI
51125,non-AI
51127,non-AI
51131,non-AI
51145,non-AI
51135,non-AI
51137,non-AI
51139,non-AI
51143,non-AI
51141,non-AI
51159,non-AI
51147,non-AI
51149,non-AI
51153,non-AI
51155,non-AI
51157,non-AI
51175,non-AI
51161,non-AI
51163,non-AI
51165,non-AI
51167,non-AI
51169,non-AI
51171,non-AI
51173,non-AI
51187,non-AI
51177,non-AI
51179,non-AI
51181,non-AI
51183,non-AI
51185,non-AI
55069,non-AI
55063,non-AI
55065,non-AI
55081,non-AI
55073,non-AI
55075,non-AI
55077,non-AI
55079,non-AI
55093,non-AI
55083,non-AI
55085,non-AI
55087,non-AI
55089,non-AI
55091,non-AI
55109,non-AI
55095,non-AI
55097,non-AI
55099,non-AI
55101,non-AI
55103,non-AI
55105,non-AI
55107,non-AI
55131,non-AI
55111,non-AI
55117,non-AI
55119,non-AI
55121,non-AI
55123,non-AI
55127,non-AI
55129,non-AI
56001,non-AI
55133,non-AI
55135,non-AI
55137,non-AI
55139,non-AI
55141,non-AI
56023,non-AI
56003,non-AI
56005,non-AI
56007,non-AI
56009,non-AI
56011,non-AI
56015,non-AI
56019,non-AI
56021,non-AI
13121,non-AI
13149,non-AI
56025,non-AI
56027,non-AI
13123,non-AI
13125,non-AI
13133,non-AI
13135,non-AI
13127,non-AI
13131,non-AI
13139,non-AI
22009,non-AI
22013,non-AI
22023,non-AI
22015,non-AI
22017,non-AI
22019,non-AI
22021,non-AI
22035,non-AI
22025,non-AI
22027,non-AI
22029,non-AI
22031,non-AI
22033,non-AI
22057,non-AI
22037,non-AI
13141,non-AI
13143,non-AI
13145,non-AI
13147,non-AI
13171,non-AI
13151,non-AI
13153,non-AI
13155,non-AI
13159,non-AI
13161,non-AI
13163,non-AI
13165,non-AI
13167,non-AI
13169,non-AI
13129,non-AI
13137,non-AI
13157,non-AI
13193,non-AI
13173,non-AI
13175,non-AI
13177,non-AI
13179,non-AI
13181,non-AI
13183,non-AI
13185,non-AI
13187,non-AI
13189,non-AI
13191,non-AI
13207,non-AI
13195,non-AI
13197,non-AI
13199,non-AI
13201,non-AI
13205,non-AI
13219,non-AI
13209,non-AI
13211,non-AI
13213,non-AI
13215,non-AI
13217,non-AI
27055,non-AI
27059,non-AI
27061,non-AI
27071,non-AI
13221,non-AI
13223,non-AI
13231,non-AI
13233,non-AI
13225,non-AI
13227,non-AI
13229,non-AI
27063,non-AI
27065,non-AI
27067,non-AI
27069,non-AI
27083,non-AI
27073,non-AI
27075,non-AI
27077,non-AI
27079,non-AI
27081,non-AI
22039,non-AI
22041,non-AI
22049,non-AI
22051,non-AI
22043,non-AI
22045,non-AI
22047,non-AI
22053,non-AI
22055,non-AI
22069,non-AI
22059,non-AI
22061,non-AI
22063,non-AI
22065,non-AI
22067,non-AI
22091,non-AI
22071,non-AI
22073,non-AI
22075,non-AI
22077,non-AI
22079,non-AI
22081,non-AI
22083,non-AI
22089,non-AI
22087,non-AI
22103,non-AI
22093,non-AI
22095,non-AI
22097,non-AI
22099,non-AI
22101,non-AI
22119,non-AI
22105,non-AI
22107,non-AI
22111,non-AI
22113,non-AI
22115,non-AI
22117,non-AI
42101,non-AI
42103,non-AI
42129,non-AI
22127,non-AI
42105,non-AI
42107,non-AI
42109,non-AI
42111,non-AI
42113,non-AI
42115,non-AI
42117,non-AI
42119,non-AI
42121,non-AI
42123,non-AI
42125,non-AI
42131,non-AI
42127,non-AI
45009,non-AI
42133,non-AI
44001,non-AI
27085,non-AI
27089,non-AI
27091,non-AI
27093,non-AI
27115,non-AI
27097,non-AI
27099,non-AI
27101,non-AI
27103,non-AI
27105,non-AI
27107,non-AI
27109,non-AI
27111,non-AI
27117,non-AI
27113,non-AI
27133,non-AI
27119,non-AI
27121,non-AI
27123,non-AI
27125,non-AI
27127,non-AI
27129,non-AI
27131,non-AI
27145,non-AI
27135,non-AI
27137,non-AI
27139,non-AI
27141,non-AI
27143,non-AI
27157,non-AI
27147,non-AI
27149,non-AI
27151,non-AI
27153,non-AI
27155,non-AI
30049,non-AI
30061,non-AI
27159,non-AI
27161,non-AI
27163,non-AI
27165,non-AI
27167,non-AI
30057,non-AI
30059,non-AI
30051,non-AI
30053,non-AI
30055,non-AI
30063,non-AI
30065,non-AI
30067,non-AI
30069,non-AI
30075,non-AI
30077,non-AI
30079,non-AI
30081,non-AI
30083,non-AI
44003,non-AI
44005,non-AI
44007,non-AI
44009,non-AI
45001,non-AI
45005,non-AI
45007,non-AI
45021,non-AI
45011,non-AI
45013,non-AI
45015,non-AI
45017,non-AI
45019,non-AI
45003,non-AI
45037,non-AI
45023,non-AI
45025,non-AI
45027,non-AI
45033,non-AI
45035,non-AI
45029,non-AI
45031,non-AI
45049,non-AI
45039,non-AI
45041,non-AI
45043,non-AI
45045,non-AI
45047,non-AI
45065,non-AI
45051,non-AI
45053,non-AI
45055,non-AI
45057,non-AI
45059,non-AI
45061,non-AI
45063,non-AI
51550,non-AI
45073,non-AI
51191,non-AI
51193,non-AI
51195,non-AI
51197,non-AI
51199,non-AI
51530,non-AI
51540,non-AI
51510,non-AI
51515,non-AI
51520,non-AI
51610,non-AI
51570,non-AI
51580,non-AI
51590,non-AI
51595,non-AI
51600,non-AI
51690,non-AI
51620,non-AI
51630,non-AI
51640,non-AI
51650,non-AI
30101,non-AI
30091,non-AI
30093,non-AI
30095,non-AI
30097,non-AI
30099,non-AI
31013,non-AI
30103,non-AI
30107,non-AI
30109,non-AI
30111,non-AI
31001,non-AI
31009,non-AI
31011,non-AI
31015,non-AI
31005,non-AI
31003,non-AI
31007,non-AI
31017,non-AI
31021,non-AI
31023,non-AI
31027,non-AI
31025,non-AI
31019,non-AI
31039,non-AI
31029,non-AI
31033,non-AI
31035,non-AI
31037,non-AI
56029,non-AI
13235,non-AI
13257,non-AI
31041,non-AI
31043,non-AI
31045,non-AI
31047,non-AI
56031,non-AI
56033,non-AI
56035,non-AI
56037,non-AI
56039,non-AI
56041,non-AI
56045,non-AI
56043,non-AI
51660,non-AI
51670,non-AI
51678,non-AI
51680,non-AI
51685,non-AI
51683,non-AI
51740,non-AI
51700,non-AI
51710,non-AI
51720,non-AI
51730,non-AI
51735,non-AI
51820,non-AI
51750,non-AI
51760,non-AI
51770,non-AI
51775,non-AI
51790,non-AI
51800,non-AI
51810,non-AI
53017,non-AI
53003,non-AI
53007,non-AI
53005,non-AI
51830,non-AI
51840,non-AI
53001,non-AI
53011,non-AI
53013,non-AI
53015,non-AI
53021,non-AI
53023,non-AI
13237,non-AI
13239,non-AI
13241,non-AI
13243,non-AI
13245,non-AI
13247,non-AI
13249,non-AI
13251,non-AI
13253,non-AI
13255,non-AI
13275,non-AI
13259,non-AI
13261,non-AI
13263,non-AI
13271,non-AI
13273,non-AI
13265,non-AI
13267,non-AI
13269,non-AI
13291,non-AI
13277,non-AI
13279,non-AI
13281,non-AI
13283,non-AI
13285,non-AI
13287,non-AI
13289,non-AI
13303,non-AI
23001,non-AI
23003,non-AI
23009,non-AI
22121,non-AI
22123,non-AI
22125,non-AI
23005,non-AI
23007,non-AI
23025,non-AI
23011,non-AI
23013,non-AI
23015,non-AI
23017,non-AI
23019,non-AI
23021,non-AI
23023,non-AI
24017,non-AI
23027,non-AI
23029,non-AI
23031,non-AI
24001,non-AI
24003,non-AI
24005,non-AI
24015,non-AI
24013,non-AI
24009,non-AI
13293,non-AI
13295,non-AI
13297,non-AI
13299,non-AI
13301,non-AI
13319,non-AI
13311,non-AI
13313,non-AI
13305,non-AI
13307,non-AI
13309,non-AI
13315,non-AI
13317,non-AI
13321,non-AI
27173,non-AI
16007,non-AI
16001,non-AI
16003,non-AI
16005,non-AI
16013,non-AI
27169,non-AI
27171,non-AI
28011,non-AI
28001,non-AI
28003,non-AI
28005,non-AI
28007,non-AI
28009,non-AI
28027,non-AI
28013,non-AI
28015,non-AI
28017,non-AI
28019,non-AI
28021,non-AI
28023,non-AI
28025,non-AI
28055,non-AI
28029,non-AI
28031,non-AI
28033,non-AI
28069,non-AI
28065,non-AI
28035,non-AI
28037,non-AI
28039,non-AI
28041,non-AI
28043,non-AI
28045,non-AI
28047,non-AI
28049,non-AI
28051,non-AI
28053,non-AI
28063,non-AI
28067,non-AI
28071,non-AI
24011,non-AI
24029,non-AI
24019,non-AI
24021,non-AI
24023,non-AI
24025,non-AI
24027,non-AI
24045,non-AI
24031,non-AI
24033,non-AI
24035,non-AI
24037,non-AI
24039,non-AI
24041,non-AI
24043,non-AI
25005,non-AI
24047,non-AI
24510,non-AI
25001,non-AI
25007,non-AI
25003,non-AI
25023,non-AI
25009,non-AI
25011,non-AI
25013,non-AI
25015,non-AI
25017,non-AI
25019,non-AI
25021,non-AI
45075,non-AI
45077,non-AI
45089,non-AI
25025,non-AI
45067,non-AI
45069,non-AI
45071,non-AI
45079,non-AI
45081,non-AI
45083,non-AI
45085,non-AI
45087,non-AI
45091,non-AI
46003,non-AI
46011,non-AI
46013,non-AI
46005,non-AI
46027,non-AI
46019,non-AI
46021,non-AI
46025,non-AI
46043,non-AI
46029,non-AI
46033,non-AI
46035,non-AI
28073,non-AI
28095,non-AI
28057,non-AI
28059,non-AI
28061,non-AI
28103,non-AI
28075,non-AI
28077,non-AI
28081,non-AI
28083,non-AI
28085,non-AI
28087,non-AI
28089,non-AI
28091,non-AI
28093,non-AI
28097,non-AI
28105,non-AI
31049,non-AI
31051,non-AI
31067,non-AI
31053,non-AI
31055,non-AI
31063,non-AI
31065,non-AI
31057,non-AI
31059,non-AI
31061,non-AI
31079,non-AI
31069,non-AI
31071,non-AI
31073,non-AI
31075,non-AI
31077,non-AI
31095,non-AI
31081,non-AI
31083,non-AI
31085,non-AI
31087,non-AI
31089,non-AI
31091,non-AI
31093,non-AI
31097,non-AI
31099,non-AI
31101,non-AI
31103,non-AI
31105,non-AI
31129,non-AI
31109,non-AI
31111,non-AI
31113,non-AI
31115,non-AI
31117,non-AI
31119,non-AI
31121,non-AI
31123,non-AI
31127,non-AI
31125,non-AI
31141,non-AI
46039,non-AI
46045,non-AI
46049,non-AI
46051,non-AI
46055,non-AI
46061,non-AI
46063,non-AI
46057,non-AI
46059,non-AI
46077,non-AI
46067,non-AI
46073,non-AI
46075,non-AI
46089,non-AI
46079,non-AI
46081,non-AI
46083,non-AI
46087,non-AI
53039,non-AI
53025,non-AI
53027,non-AI
53029,non-AI
53031,non-AI
53033,non-AI
53035,non-AI
53041,non-AI
53037,non-AI
53057,non-AI
53043,non-AI
53045,non-AI
53049,non-AI
53051,non-AI
53053,non-AI
53055,non-AI
53069,non-AI
53059,non-AI
53061,non-AI
53063,non-AI
53067,non-AI
54013,non-AI
53075,non-AI
54001,non-AI
53071,non-AI
53073,non-AI
54005,non-AI
54003,non-AI
54007,non-AI
54011,non-AI
54009,non-AI
54029,non-AI
31131,non-AI
31133,non-AI
31135,non-AI
31137,non-AI
31139,non-AI
31157,non-AI
31143,non-AI
31145,non-AI
31147,non-AI
31149,non-AI
31151,non-AI
31153,non-AI
31155,non-AI
16015,non-AI
16033,non-AI
31163,non-AI
54015,non-AI
54017,non-AI
54019,non-AI
54021,non-AI
54023,non-AI
54025,non-AI
54027,non-AI
54041,non-AI
54031,non-AI
54033,non-AI
54035,non-AI
54037,non-AI
54039,non-AI
16021,non-AI
16017,non-AI
16019,non-AI
16023,non-AI
16025,non-AI
16027,non-AI
16029,non-AI
16031,non-AI
16049,non-AI
16035,non-AI
16037,non-AI
16039,non-AI
16041,non-AI
16043,non-AI
16045,non-AI
16047,non-AI
16051,non-AI
16053,non-AI
16055,non-AI
16057,non-AI
16059,non-AI
16083,non-AI
16063,non-AI
16065,non-AI
16067,non-AI
16071,non-AI
16079,non-AI
16081,non-AI
16073,non-AI
16075,non-AI
16077,non-AI
17023,non-AI
16085,non-AI
16087,non-AI
17001,non-AI
17019,non-AI
17021,non-AI
17013,non-AI
17017,non-AI
17015,non-AI
17003,non-AI
17007,non-AI
17005,non-AI
17011,non-AI
17009,non-AI
25027,non-AI
26001,non-AI
26009,non-AI
54043,non-AI
54045,non-AI
54047,non-AI
54049,non-AI
54051,non-AI
54053,non-AI
54059,non-AI
54055,non-AI
26005,non-AI
26003,non-AI
26007,non-AI
26011,non-AI
26041,non-AI
26015,non-AI
26017,non-AI
26019,non-AI
26021,non-AI
26023,non-AI
26025,non-AI
26027,non-AI
26029,non-AI
26031,non-AI
26035,non-AI
26037,non-AI
26039,non-AI
26045,non-AI
26043,non-AI
26047,non-AI
26063,non-AI
26049,non-AI
26051,non-AI
26053,non-AI
26055,non-AI
26057,non-AI
26059,non-AI
26061,non-AI
26075,non-AI
26065,non-AI
26067,non-AI
26069,non-AI
26071,non-AI
17035,non-AI
17025,non-AI
17027,non-AI
17029,non-AI
17031,non-AI
17033,non-AI
28143,non-AI
17037,non-AI
28107,non-AI
28109,non-AI
28111,non-AI
28149,non-AI
28153,non-AI
28145,non-AI
28141,non-AI
28113,non-AI
28115,non-AI
28117,non-AI
28119,non-AI
28121,non-AI
28123,non-AI
28125,non-AI
28127,non-AI
28129,non-AI
28131,non-AI
28133,non-AI
28135,non-AI
28137,non-AI
28139,non-AI
28147,non-AI
28151,non-AI
28155,non-AI
28157,non-AI
29007,non-AI
29025,non-AI
29023,non-AI
29027,non-AI
29031,non-AI
29029,non-AI
29003,non-AI
29001,non-AI
29005,non-AI
29009,non-AI
28159,non-AI
28161,non-AI
28163,non-AI
29019,non-AI
29017,non-AI
29021,non-AI
29037,non-AI
29013,non-AI
29011,non-AI
29015,non-AI
29033,non-AI
29035,non-AI
29039,non-AI
29043,non-AI
29055,non-AI
29045,non-AI
29047,non-AI
29049,non-AI
29051,non-AI
26091,non-AI
26077,non-AI
26079,non-AI
26081,non-AI
26083,non-AI
26085,non-AI
26087,non-AI
26089,non-AI
26109,non-AI
26093,non-AI
26099,non-AI
26101,non-AI
26103,non-AI
26107,non-AI
26105,non-AI
46093,non-AI
46105,non-AI
46097,non-AI
46099,non-AI
46107,non-AI
46111,non-AI
46115,non-AI
46119,non-AI
46125,non-AI
46127,non-AI
46135,non-AI
47021,non-AI
47007,non-AI
47009,non-AI
47011,non-AI
47019,non-AI
47017,non-AI
47001,non-AI
47003,non-AI
47005,non-AI
47013,non-AI
47015,non-AI
47033,non-AI
47023,non-AI
47025,non-AI
47027,non-AI
47029,non-AI
47031,non-AI
47045,non-AI
47035,non-AI
47037,non-AI
47039,non-AI
47041,non-AI
29053,non-AI
31175,non-AI
31165,non-AI
31167,non-AI
31169,non-AI
31171,non-AI
31159,non-AI
32003,non-AI
31177,non-AI
31179,non-AI
31181,non-AI
31183,non-AI
31185,non-AI
32005,non-AI
32001,non-AI
32017,non-AI
32009,non-AI
32011,non-AI
32013,non-AI
32015,non-AI
32510,non-AI
32019,non-AI
32023,non-AI
32027,non-AI
32029,non-AI
32031,non-AI
32033,non-AI
33011,non-AI
33007,non-AI
33009,non-AI
33001,non-AI
33003,non-AI
33005,non-AI
34007,non-AI
33019,non-AI
34001,non-AI
33013,non-AI
33015,non-AI
33017,non-AI
34003,non-AI
34005,non-AI
34019,non-AI
34009,non-AI
34011,non-AI
34013,non-AI
34015,non-AI
34017,non-AI
34031,non-AI
47043,non-AI
54057,non-AI
54061,non-AI
54063,non-AI
54081,non-AI
47047,non-AI
47049,non-AI
47051,non-AI
47053,non-AI
47055,non-AI
47059,non-AI
47061,non-AI
47063,non-AI
47067,non-AI
47069,non-AI
47077,non-AI
54065,non-AI
54067,non-AI
54069,non-AI
54071,non-AI
54073,non-AI
54075,non-AI
54077,non-AI
54079,non-AI
54097,non-AI
54083,non-AI
54085,non-AI
54087,non-AI
54089,non-AI
54091,non-AI
54093,non-AI
54095,non-AI
54109,non-AI
54099,non-AI
54101,non-AI
54103,non-AI
54105,non-AI
54107,non-AI
55015,non-AI
55011,non-AI
55013,non-AI
55005,non-AI
55009,non-AI
55001,non-AI
55027,non-AI
55017,non-AI
55019,non-AI
55021,non-AI
55023,non-AI
55025,non-AI
55043,non-AI
55029,non-AI
55031,non-AI
55033,non-AI
55035,non-AI
55037,non-AI
55039,non-AI
55055,non-AI
